recno,Q,Img,Name,Type,Score,delSc,Prob,zsp,zph,e_zph,Mod,Ref,gmag,rmag,zmag,Survey,Sloan,_RA,_DE,pair_ok
856,C,856,DESI-077.2638-21.5958,DC,2.5,1,0.35,,0.637,0.012,L18,,21.81,19.87,18.35,DECaLS,Sloan,77.2638,-21.5958,True
857,C,857,DESI-077.3886-30.6005,DC,2.0,0,0.77,,0.626,0.158,shielded,,21.16,20.3,19.42,DECaLS,Sloan,77.3886,-30.6005,True
858,C,858,DESI-077.6960-26.5395,DC,2.5,1,0.81,,0.726,0.054,L18,,22.39,20.95,19.52,DECaLS,Sloan,77.696,-26.5395,True
859,C,859,DESI-077.7769-51.1904,REX,2.5,1,0.32,,0.305,0.075,shielded,,20.93,19.21,18.12,DECaLS,Sloan,77.7769,-51.1904,True
860,C,860,DESI-078.4202-28.2351,DC,2.0,0,0.41,,0.713,0.045,L18,,21.78,20.36,18.92,DECaLS,Sloan,78.4202,-28.2351,True
861,C,861,DESI-079.4502-23.2598,DC,2.0,0,0.6,,0.521,0.05,L18,,21.48,19.91,18.77,DECaLS,Sloan,79.4502,-23.2598,True
862,C,862,DESI-079.7106-32.3011,DC,2.5,1,0.12,,0.545,0.01,L18,,21.14,19.28,18.05,DECaLS,Sloan,79.7106,-32.3011,True
863,C,863,DESI-080.2860-18.3170,DC,2.5,1,0.63,,0.803,0.034,L18,,23.38,21.57,19.72,DECaLS,Sloan,80.286,-18.317,True
864,C,864,DESI-080.6361-24.9674,DC,2.0,0,0.41,,0.525,0.012,L18,,21.07,19.13,17.91,DECaLS,Sloan,80.6361,-24.9674,True
865,C,865,DESI-080.6724-24.0688,DC,2.0,0,0.37,,0.446,0.012,L18,,21.06,19.17,18.14,DECaLS,Sloan,80.6724,-24.0688,True
866,C,866,DESI-080.9091-21.0160,DC,2.0,0,0.84,,0.758,0.014,L18,,22.96,20.93,19.09,DECaLS,Sloan,80.9091,-21.016,True
867,C,867,DESI-081.2511-26.2779,DC,2.0,0,0.97,,0.753,0.02,L18,,22.27,20.31,18.54,DECaLS,Sloan,81.2511,-26.2779,True
868,C,868,DESI-081.5917-27.3214,REX,2.5,1,0.21,,0.634,0.154,L18,,20.77,19.89,18.92,DECaLS,Sloan,81.5917,-27.3214,True
869,C,869,DESI-082.4980-19.9199,DC,2.5,1,0.55,,0.544,0.025,L18,,21.37,19.56,18.26,DECaLS,Sloan,82.498,-19.9199,True
870,C,870,DESI-083.1991-29.3017,REX,2.0,0,0.65,,0.675,0.027,L18,,21.38,20.3,19.28,DECaLS,Sloan,83.1991,-29.3017,True
871,C,871,DESI-083.4490-22.2658,DC,2.5,1,0.98,,0.731,0.016,L18,,22.36,20.34,18.6,DECaLS,Sloan,83.449,-22.2658,True
872,C,872,DESI-083.7580-31.1953,REX,2.0,0,0.74,,0.822,0.094,shielded,,21.97,21.1,19.71,DECaLS,Sloan,83.758,-31.1953,True
873,C,873,DESI-083.9416-27.0088,DC,2.5,1,1.0,,0.541,0.013,L18,,21.09,19.25,18.0,DECaLS,Sloan,83.9416,-27.0088,True
874,C,874,DESI-084.2051-21.8332,REX,2.0,0,0.93,,0.307,0.074,shielded,,20.68,19.64,18.8,DECaLS,Sloan,84.2051,-21.8332,True
875,C,875,DESI-084.7962-28.0211,DC,2.0,0,0.2,,0.994,0.027,L18,,23.78,21.81,19.61,DECaLS,Sloan,84.7962,-28.0211,True
876,C,876,DESI-085.5750-21.8217,DC,2.0,0,0.87,,0.549,0.029,L18,,21.24,19.46,18.26,DECaLS,Sloan,85.575,-21.8217,True
877,C,877,DESI-085.7339-31.4431,DC,2.5,1,0.92,,0.508,0.039,L18,,21.7,19.81,18.62,DECaLS,Sloan,85.7339,-31.4431,True
878,C,878,DESI-086.5017-24.7015,REX,2.0,0,0.98,,0.76,0.034,shielded,,22.13,20.96,19.68,DECaLS,Sloan,86.5017,-24.7015,True
879,C,879,DESI-086.5815-27.7223,DC,2.0,0,0.51,,0.83,0.054,L18,,21.82,20.48,18.87,DECaLS,Sloan,86.5815,-27.7223,True
880,C,880,DESI-086.8986-28.1308,DC,2.5,1,0.12,,0.348,0.014,L18,,19.91,18.15,17.23,DECaLS,Sloan,86.8986,-28.1308,True
881,C,881,DESI-087.1209-25.5251,DC,2.0,0,0.9,,0.319,0.028,L18,,20.2,18.67,17.84,DECaLS,Sloan,87.1209,-25.5251,True
882,C,882,DESI-087.2700-23.9175,DC,2.0,0,0.98,,0.514,0.04,L18,,21.8,19.96,18.84,DECaLS,Sloan,87.27,-23.9175,True
883,C,883,DESI-087.4139-30.4661,DC,2.5,1,0.74,,0.467,0.038,L18,,21.59,20.01,19.01,DECaLS,Sloan,87.4139,-30.4661,True
884,C,884,DESI-087.9078-25.1400,DC,2.5,1,1.0,,0.724,0.066,L18,,21.48,20.32,19.11,DECaLS,Sloan,87.9078,-25.14,True
885,C,885,DESI-088.3590-23.0945,REX,2.5,1,0.28,,0.567,0.299,shielded,,21.75,20.69,19.74,DECaLS,Sloan,88.359,-23.0945,True
886,C,886,DESI-088.5024-29.7013,DC,2.0,0,0.96,,0.603,0.026,L18,,22.71,20.79,19.4,DECaLS,Sloan,88.5024,-29.7013,True
887,C,887,DESI-088.6111-44.9258,REX,2.0,0,0.44,,0.339,0.063,shielded,,21.15,19.91,19.14,DECaLS,Sloan,88.6111,-44.9258,True
888,C,888,DESI-089.5700-30.9485,DC,2.5,1,0.72,,0.711,0.046,L18,,22.95,21.21,19.6,DECaLS,Sloan,89.57,-30.9485,True
889,C,889,DESI-089.6163-27.0385,REX,2.0,0,0.98,,0.727,0.044,shielded,,21.58,20.28,18.93,DECaLS,Sloan,89.6163,-27.0385,True
890,C,890,DESI-090.4566-39.9871,REX,2.0,0,0.8,,0.464,0.026,shielded,,22.5,20.66,19.64,DECaLS,Sloan,90.4566,-39.9871,True
891,C,891,DESI-095.7736+58.8572,DC,2.5,1,0.98,,0.61,0.029,L18,,22.01,20.23,18.76,MzLS,Sloan,95.7736,58.8572,True
892,C,892,DESI-103.0258+33.1167,DC,2.5,1,0.24,,0.264,0.029,L18,,19.12,17.65,16.75,MzLS,Sloan,103.0258,33.1167,True
893,C,893,DESI-104.3289+45.1488,DC,2.0,0,0.26,,0.274,0.189,L18,,22.03,21.03,19.93,MzLS,Sloan,104.3289,45.1488,True
894,C,894,DESI-104.3594+32.5562,DC,2.0,0,0.64,,0.556,0.023,L18,,20.89,19.44,18.27,MzLS,Sloan,104.3594,32.5562,True
895,C,895,DESI-106.9992+50.2149,DC,2.0,0,0.17,,0.629,0.027,L18,,22.68,20.78,19.24,MzLS,Sloan,106.9992,50.2149,True
896,C,896,DESI-107.9747+28.3465,DC,2.0,0,0.91,,0.697,0.095,L18,,21.34,20.06,18.7,DECaLS,Sloan,107.9747,28.3465,True
897,C,897,DESI-109.4348+42.7031,DC,2.5,1,0.17,,0.227,0.014,L18,,18.54,17.05,16.11,MzLS,Sloan,109.4348,42.7031,True
898,C,898,DESI-112.0041+47.9631,DC,2.0,0,0.17,,0.703,0.039,L18,,23.3,21.53,19.84,MzLS,Sloan,112.0041,47.9631,True
899,C,899,DESI-112.0551+31.6799,DC,2.0,0,0.63,0.6745,,,L18,,21.3,19.93,18.61,DECaLS,Sloan,112.0551,31.6799,True
900,C,900,DESI-112.1758+38.2037,DC,2.0,0,0.55,0.5956,,,L18,,23.43,21.21,19.74,MzLS,Sloan,112.1758,38.2037,True
901,C,901,DESI-112.6173+38.3732,DC,2.0,0,0.81,0.5263,,,L18,,20.8,19.16,18.1,MzLS,Sloan,112.6173,38.3732,True
902,C,902,DESI-113.2568+51.5755,DC,2.0,0,0.93,,0.36,0.042,L18,,20.04,18.49,17.54,MzLS,Sloan,113.2568,51.5755,True
903,C,903,DESI-113.5048+34.7261,REX,2.0,0,0.16,0.6162,,,shielded,,21.28,20.08,19.22,MzLS,Sloan,113.5048,34.7261,True
904,C,904,DESI-114.0195+21.3041,DC,2.0,0,0.97,0.4533,,,L18,,19.83,18.11,17.08,DECaLS,Sloan,114.0195,21.3041,True
905,C,905,DESI-115.4473+34.9407,DC,2.0,0,1.0,0.5287,,,L18,,21.51,20.24,18.75,MzLS,Sloan,115.4473,34.9407,True
906,C,906,DESI-116.4388+09.6096,DC,2.5,1,0.39,0.5022,,,L18,,21.72,20.15,19.14,DECaLS,Sloan,116.4388,9.6096,True
907,C,907,DESI-117.2449+53.7774,DC,2.0,0,0.8,,0.601,0.043,L18,,20.95,19.62,18.4,MzLS,Sloan,117.2449,53.7774,True
908,C,908,DESI-117.7803+11.1984,DC,2.0,0,0.24,0.3592,,,L18,,20.11,18.46,17.56,DECaLS,Sloan,117.7803,11.1984,True
909,C,909,DESI-118.2474+52.6265,DC,2.0,0,0.13,0.8186,,,L18,,22.14,20.81,19.14,MzLS,Sloan,118.2474,52.6265,True
910,C,910,DESI-118.3583+10.5130,DC,2.0,0,0.6,0.5655,,,L18,,21.3,20.19,19.07,DECaLS,Sloan,118.3583,10.513,True
911,C,911,DESI-118.4567+25.8080,DC,2.0,0,0.33,0.5024,,,L18,,22.21,20.44,19.12,DECaLS,Sloan,118.4567,25.808,True
912,C,912,DESI-118.7209+31.4647,REX,2.5,1,0.29,0.6156,,,L18,,21.97,20.29,19.04,DECaLS,Sloan,118.7209,31.4647,True
913,C,913,DESI-118.7654+12.3763,DC,2.0,0,0.97,0.6674,,,L18,,21.77,20.44,18.91,DECaLS,Sloan,118.7654,12.3763,True
914,C,914,DESI-119.0587+30.2350,DC,2.5,1,1.0,0.3813,,,L18,,21.22,19.39,18.38,DECaLS,Sloan,119.0587,30.235,True
915,C,915,DESI-119.3016+24.1528,DC,2.5,1,0.12,0.5161,,,L18,,20.27,18.52,17.26,DECaLS,Sloan,119.3016,24.1528,True
916,C,916,DESI-119.5865+12.3470,DC,2.5,1,0.4,0.5794,,,L18,,21.09,19.66,18.29,DECaLS,Sloan,119.5865,12.347,True
917,C,917,DESI-120.0515+43.4978,DC,2.5,1,0.55,,0.989,0.086,L18,,23.33,21.87,19.95,MzLS,Sloan,120.0515,43.4978,True
918,C,918,DESI-120.3991+54.8115,DC,2.5,1,1.0,0.5286,,,L18,,20.76,19.14,17.83,MzLS,Sloan,120.3991,54.8115,True
919,C,919,DESI-120.8544+37.7610,DC,2.0,0,0.27,0.7049,,,L18,,22.05,20.66,19.28,MzLS,Sloan,120.8544,37.761,True
920,C,920,DESI-121.6990+77.2344,DC,2.5,1,0.94,,0.738,0.139,L18,,25.4,21.43,19.7,MzLS,Sloan,121.699,77.2344,True
921,C,921,DESI-122.5113+33.7794,DC,2.5,1,1.0,0.3136,,,L18,,21.55,19.92,18.87,MzLS,Sloan,122.5113,33.7794,True
922,C,922,DESI-122.5445-01.9522,DC,2.0,2,0.6,0.6349,,,L18,,22.83,21.16,19.06,DECaLS,Sloan,122.5445,-1.9522,True
923,C,923,DESI-122.8280+00.5908,DC,2.5,1,0.91,0.3799,,,L18,,19.6,17.89,16.98,DECaLS,Sloan,122.828,0.5908,True
924,C,924,DESI-122.8819+41.6140,DC,2.0,0,0.59,0.2815,,,L18,,19.94,18.48,17.51,MzLS,Sloan,122.8819,41.614,True
925,C,925,DESI-123.5420+11.5365,REX,2.0,0,0.38,0.1198,,,L18,,18.41,17.85,17.34,DECaLS,Sloan,123.542,11.5365,True
926,C,926,DESI-123.6121+27.3335,DC,2.0,0,0.98,0.3383,,,L18,,19.32,17.86,17.05,DECaLS,Sloan,123.6121,27.3335,True
927,C,927,DESI-124.3100+74.1113,DC,2.0,0,0.88,,0.859,0.072,L18,,21.48,20.61,18.89,MzLS,Sloan,124.31,74.1113,True
928,C,928,DESI-124.8181+31.4990,DC,2.0,0,1.0,0.5819,,,L18,,21.18,19.35,17.91,DECaLS,Sloan,124.8181,31.499,True
929,C,929,DESI-124.9193+19.2529,DC,2.0,0,0.78,0.606,,,L18,,20.7,19.38,17.93,DECaLS,Sloan,124.9193,19.2529,True
930,C,930,DESI-125.3638+69.4352,REX,2.0,0,0.11,,0.349,0.042,shielded,,22.13,20.44,19.5,MzLS,Sloan,125.3638,69.4352,True
931,C,931,DESI-125.6310+75.0251,DC,2.0,0,0.12,,0.366,0.027,L18,,20.62,19.0,18.1,MzLS,Sloan,125.631,75.0251,True
932,C,932,DESI-125.9350+04.6293,DC,2.0,0,0.1,0.6567,,,L18,,23.46,21.36,19.39,DECaLS,Sloan,125.935,4.6293,True
933,C,933,DESI-126.0500+04.7936,DC,2.5,1,0.93,0.3896,,,L18,,21.69,20.53,19.2,DECaLS,Sloan,126.05,4.7936,True
934,C,934,DESI-128.1456+11.5864,DC,2.0,0,0.97,0.6133,,,L18,,21.56,20.29,18.67,DECaLS,Sloan,128.1456,11.5864,True
935,C,935,DESI-129.9505+30.6284,DC,2.5,1,0.35,0.6653,,,L18,,22.69,20.87,19.07,DECaLS,Sloan,129.9505,30.6284,True
936,C,936,DESI-130.0214+11.8118,DC,2.5,1,0.43,0.4064,,,L18,,21.77,19.95,18.89,DECaLS,Sloan,130.0214,11.8118,True
937,C,937,DESI-130.5312+27.2618,DC,2.0,0,0.16,0.4179,,,L18,,21.23,19.36,18.19,DECaLS,Sloan,130.5312,27.2618,True
938,C,938,DESI-130.6033+10.4171,REX,2.0,0,0.45,0.4848,,,shielded,,21.43,20.04,19.04,DECaLS,Sloan,130.6033,10.4171,True
939,C,939,DESI-131.5647+51.9315,DC,2.5,1,0.1,,0.646,0.163,L18,,22.6,20.83,19.14,MzLS,Sloan,131.5647,51.9315,True
940,C,940,DESI-131.9068+13.5143,DC,2.0,0,0.9,0.4707,,,L18,,20.78,18.85,17.7,DECaLS,Sloan,131.9068,13.5143,True
941,C,941,DESI-132.2802+22.0446,DC,2.0,0,0.86,0.2895,,,L18,,19.78,18.09,17.1,DECaLS,Sloan,132.2802,22.0446,True
942,C,942,DESI-132.8111+24.4868,DC,2.0,0,0.4,0.6765,,,L18,,22.54,21.18,19.69,DECaLS,Sloan,132.8111,24.4868,True
943,C,943,DESI-133.1155+26.4614,DC,2.0,0,0.49,0.5363,,,L18,,21.37,20.02,18.72,DECaLS,Sloan,133.1155,26.4614,True
944,C,944,DESI-134.3978+21.5059,REX,2.0,0,0.12,0.2608,,,shielded,,19.15,17.86,16.98,DECaLS,Sloan,134.3978,21.5059,True
945,C,945,DESI-134.8207+06.2549,DC,2.5,1,1.0,0.2479,,,L18,,21.82,20.43,19.22,DECaLS,Sloan,134.8207,6.2549,True
946,C,946,DESI-136.0956+45.0733,DC,2.5,1,0.99,0.2974,,,L18,,19.32,17.69,16.82,MzLS,Sloan,136.0956,45.0733,True
947,C,947,DESI-136.8675+42.5504,REX,2.5,1,0.95,0.2413,,,shielded,a,19.69,18.57,17.5,MzLS,Sloan,136.8675,42.5504,True
948,C,948,DESI-137.0261+01.3321,DC,2.5,1,0.3,0.6752,,,L18,e,22.07,20.06,18.47,DECaLS,Sloan,137.0261,1.3321,True
949,C,949,DESI-137.1509+54.2055,DC,2.0,0,0.99,,0.715,0.076,L18,,22.66,21.16,19.68,MzLS,Sloan,137.1509,54.2055,True
950,C,950,DESI-137.4500+07.3521,DC,2.5,1,1.0,0.6459,,,L18,,21.74,19.85,18.27,DECaLS,Sloan,137.45,7.3521,True
951,C,951,DESI-137.9498+28.4536,DC,2.5,1,1.0,0.5653,,,L18,,22.42,20.67,18.94,DECaLS,Sloan,137.9498,28.4536,True
952,C,952,DESI-138.5115+16.5394,DC,2.0,0,0.12,0.8691,,,L18,,21.82,20.31,18.83,DECaLS,Sloan,138.5115,16.5394,True
953,C,953,DESI-139.3411+62.4459,DC,2.5,1,0.47,0.406,,,L18,,22.07,20.22,18.97,MzLS,Sloan,139.3411,62.4459,True
954,C,954,DESI-139.4885+64.4473,DC,2.0,0,0.91,0.5243,,,L18,,21.87,19.96,18.67,MzLS,Sloan,139.4885,64.4473,True
955,C,955,DESI-140.1299+02.7830,DC,2.0,0,0.2,0.2527,,,L18,e,19.85,18.29,17.4,DECaLS,Sloan,140.1299,2.783,True
956,C,956,DESI-141.5275+07.8090,DC,2.0,0,0.96,0.5715,,,L18,,22.25,20.4,18.96,DECaLS,Sloan,141.5275,7.809,True
957,C,957,DESI-141.8108+73.2823,DC,2.0,0,0.22,,0.392,0.032,L18,,20.79,19.12,18.27,MzLS,Sloan,141.8108,73.2823,True
958,C,958,DESI-142.7762+17.7152,REX,2.0,0,0.14,0.5243,,,shielded,,21.22,20.04,18.99,DECaLS,Sloan,142.7762,17.7152,True
959,C,959,DESI-143.7713+18.2787,DC,2.0,0,0.19,,0.921,0.073,L18,,23.61,21.62,19.58,DECaLS,Sloan,143.7713,18.2787,True
960,C,960,DESI-144.0261+12.8391,DC,2.0,0,0.68,0.2845,,,shielded,,20.63,19.48,18.74,DECaLS,Sloan,144.0261,12.8391,True
961,C,961,DESI-144.7849+00.6228,DC,2.0,0,0.14,0.4395,,,L18,,21.87,20.68,18.96,DECaLS,Sloan,144.7849,0.6228,True
962,C,962,DESI-145.1485+13.1356,DC,2.5,1,0.82,0.4702,,,L18,,21.74,20.22,19.2,DECaLS,Sloan,145.1485,13.1356,True
963,C,963,DESI-145.2603+38.7152,REX,2.5,1,0.91,0.6208,,,L18,,21.37,20.43,19.36,MzLS,Sloan,145.2603,38.7152,True
964,C,964,DESI-146.0028-01.8290,DC,2.0,0,0.32,0.5804,,,L18,m,22.65,20.86,19.12,DECaLS,Sloan,146.0028,-1.829,True
965,C,965,DESI-146.0983-08.1021,DC,2.0,0,0.94,,0.989,0.089,L18,,22.48,21.54,19.76,DECaLS,Sloan,146.0983,-8.1021,True
966,C,966,DESI-146.2199+40.2997,DC,2.5,1,0.99,0.4601,,,L18,,21.34,19.53,18.34,MzLS,Sloan,146.2199,40.2997,True
967,C,967,DESI-146.5442+13.9284,DC,2.0,0,0.8,0.504,,,L18,,21.56,20.3,19.57,DECaLS,Sloan,146.5442,13.9284,True
968,C,968,DESI-146.6840+19.4528,DC,2.5,1,0.1,0.4963,,,L18,,22.06,20.35,18.94,DECaLS,Sloan,146.684,19.4528,True
969,C,969,DESI-147.1576-02.5598,REX,2.5,1,1.0,0.6511,,,shielded,a,21.29,20.14,18.77,DECaLS,Sloan,147.1576,-2.5598,True
970,C,970,DESI-148.2095+10.7169,DC,2.0,0,0.79,0.375,,,L18,,21.11,19.65,18.76,DECaLS,Sloan,148.2095,10.7169,True
971,C,971,DESI-148.3840+10.5475,DC,2.0,0,0.11,0.3446,,,L18,,20.25,18.56,17.66,DECaLS,Sloan,148.384,10.5475,True
972,C,972,DESI-150.2941+46.1759,DC,2.0,0,0.11,0.6315,,,L18,,22.91,21.32,19.85,MzLS,Sloan,150.2941,46.1759,True
973,C,973,DESI-150.5233+15.3083,DC,2.0,0,0.94,0.5493,,,L18,,21.34,19.4,17.97,DECaLS,Sloan,150.5233,15.3083,True
974,C,974,DESI-151.2523+10.4499,DC,2.0,0,0.58,0.6799,,,L18,,21.06,19.42,18.14,DECaLS,Sloan,151.2523,10.4499,True
975,C,975,DESI-151.4072+67.5076,DC,2.0,0,0.63,,0.431,0.017,shielded,,20.84,19.04,17.97,MzLS,Sloan,151.4072,67.5076,True
976,C,976,DESI-151.8455-05.3863,DC,2.0,0,0.25,,0.743,0.089,L18,,23.14,21.56,19.99,DECaLS,Sloan,151.8455,-5.3863,True
977,C,977,DESI-152.2710+43.7279,DC,2.0,0,0.98,0.5751,,,L18,,22.32,20.43,18.93,MzLS,Sloan,152.271,43.7279,True
978,C,978,DESI-152.3889-05.6017,DC,2.5,1,1.0,,0.425,0.057,L18,,20.11,18.57,17.59,DECaLS,Sloan,152.3889,-5.6017,True
979,C,979,DESI-153.0776+44.3831,DC,2.5,1,0.84,0.4569,,,shielded,,20.51,18.77,17.65,MzLS,Sloan,153.0776,44.3831,True
980,C,980,DESI-153.2654+10.1926,REX,2.0,0,0.7,0.4228,,,shielded,a,21.31,19.54,18.38,DECaLS,Sloan,153.2654,10.1926,True
981,C,981,DESI-154.5759+74.5812,DC,2.0,0,0.94,,0.772,0.04,L18,,22.38,20.9,19.2,MzLS,Sloan,154.5759,74.5812,True
982,C,982,DESI-155.2571+53.8914,DC,2.5,1,0.51,0.6023,,,L18,,21.75,19.97,18.6,MzLS,Sloan,155.2571,53.8914,True
983,C,983,DESI-157.8915+18.5814,DC,2.5,1,0.98,0.5702,,,L18,,21.26,19.61,18.38,DECaLS,Sloan,157.8915,18.5814,True
984,C,984,DESI-157.9520+43.7158,DC,2.0,0,1.0,0.4414,,,L18,a,19.74,18.55,17.76,MzLS,Sloan,157.952,43.7158,True
985,C,985,DESI-158.0901+31.8835,DC,2.0,0,0.56,0.3334,,,L18,,19.61,18.04,17.18,DECaLS,Sloan,158.0901,31.8835,True
986,C,986,DESI-158.1287+46.3340,DC,2.5,1,0.62,0.6389,,,L18,,23.36,21.16,19.12,MzLS,Sloan,158.1287,46.334,True
987,C,987,DESI-158.1868+08.6779,DC,2.0,0,0.11,0.693,,,L18,,22.45,20.76,19.22,DECaLS,Sloan,158.1868,8.6779,True
988,C,988,DESI-158.2260+39.8507,DC,2.5,1,0.11,0.4079,,,L18,,20.57,18.61,17.63,MzLS,Sloan,158.226,39.8507,True
989,C,989,DESI-159.1096+12.9958,REX,2.0,0,0.4,0.3015,,,shielded,,21.11,20.17,19.45,DECaLS,Sloan,159.1096,12.9958,True
990,C,990,DESI-160.0017+56.5219,REX,2.0,0,0.16,0.2363,,,shielded,,20.37,19.5,18.78,MzLS,Sloan,160.0017,56.5219,True
991,C,991,DESI-160.0232+01.9838,DC,2.0,0,0.81,0.3753,,,L18,g,20.02,18.25,17.3,DECaLS,Sloan,160.0232,1.9838,True
992,C,992,DESI-160.1817+44.8942,DC,2.0,0,0.53,0.5807,,,shielded,,21.88,20.15,18.72,MzLS,Sloan,160.1817,44.8942,True
993,C,993,DESI-160.5973+00.2559,DC,2.5,1,0.91,0.5598,,,L18,,21.03,19.67,18.53,DECaLS,Sloan,160.5973,0.2559,True
994,C,994,DESI-160.6171+32.9365,DC,2.5,1,0.45,0.5335,,,L18,,20.01,18.23,17.02,MzLS,Sloan,160.6171,32.9365,True
995,C,995,DESI-160.7046+62.6611,DC,2.0,0,0.99,0.3573,,,L18,,19.82,18.33,17.43,MzLS,Sloan,160.7046,62.6611,True
996,C,996,DESI-160.7978+37.3601,DC,2.0,0,0.93,0.5615,,,L18,,21.46,19.69,18.34,MzLS,Sloan,160.7978,37.3601,True
997,C,997,DESI-161.5784+46.2302,DC,2.0,0,0.21,0.5755,,,L18,,22.73,20.96,19.34,MzLS,Sloan,161.5784,46.2302,True
998,C,998,DESI-161.8519-03.2118,REX,2.0,0,0.14,0.3404,,,shielded,,22.47,20.76,19.88,DECaLS,Sloan,161.8519,-3.2118,True
999,C,999,DESI-161.8653+23.9568,DC,2.5,1,1.0,0.5448,,,L18,,20.88,19.4,18.24,DECaLS,Sloan,161.8653,23.9568,True
1000,C,1000,DESI-162.0174+31.6472,DC,2.5,1,1.0,0.5825,,,L18,,22.78,20.99,19.24,DECaLS,Sloan,162.0174,31.6472,True
1001,C,1001,DESI-162.5961+20.0916,REX,2.5,1,0.73,0.4948,,,shielded,,20.1,19.01,17.83,DECaLS,Sloan,162.5961,20.0916,True
1002,C,1002,DESI-162.7849-07.1816,DC,2.5,1,0.26,,0.327,0.038,L18,,20.13,18.74,17.91,DECaLS,Sloan,162.7849,-7.1816,True
1003,C,1003,DESI-163.3484+09.6864,REX,2.0,0,0.34,0.5301,,,shielded,,21.94,20.53,19.21,DECaLS,Sloan,163.3484,9.6864,True
1004,C,1004,DESI-163.5448+05.8739,DC,2.0,0,0.31,0.4434,,,L18,,20.69,18.89,17.87,DECaLS,Sloan,163.5448,5.8739,True
1005,C,1005,DESI-163.7019+27.5697,DC,2.5,1,1.0,0.527,,,L18,,20.33,18.55,17.33,DECaLS,Sloan,163.7019,27.5697,True
1006,C,1006,DESI-164.0099+22.8302,REX,2.0,0,0.13,0.5996,,,shielded,,23.13,21.18,19.67,DECaLS,Sloan,164.0099,22.8302,True
1007,C,1007,DESI-164.1866+16.3070,DC,2.5,1,1.0,0.2531,,,L18,,19.03,17.54,16.73,DECaLS,Sloan,164.1866,16.307,True
1008,C,1008,DESI-164.3198-08.2676,DC,2.5,1,1.0,,0.335,0.024,L18,,19.43,17.87,17.01,DECaLS,Sloan,164.3198,-8.2676,True
1009,C,1009,DESI-165.0321+10.9706,REX,2.0,0,0.23,0.6193,,,shielded,,21.24,20.06,18.96,DECaLS,Sloan,165.0321,10.9706,True
1010,C,1010,DESI-165.1459+23.2635,DC,2.0,0,0.15,0.4366,,,L18,,19.72,17.93,17.03,DECaLS,Sloan,165.1459,23.2635,True
1011,C,1011,DESI-165.2130-00.8810,REX,2.0,0,0.81,0.4508,,,shielded,,22.56,20.67,19.64,DECaLS,Sloan,165.213,-0.881,True
1012,C,1012,DESI-165.2322+64.9414,DC,2.0,0,0.41,,0.567,0.033,L18,,22.97,21.0,19.65,MzLS,Sloan,165.2322,64.9414,True
1013,C,1013,DESI-165.2764+20.4527,DC,2.0,2,0.51,0.291,,,L18,,21.62,20.05,18.78,DECaLS,Sloan,165.2764,20.4527,True
1014,C,1014,DESI-165.4754-06.0423,DC,2.5,1,1.0,,0.402,0.069,L18,,19.95,18.41,17.38,DECaLS,Sloan,165.4754,-6.0423,True
1015,C,1015,DESI-165.7828-00.6598,DC,2.5,1,0.18,0.4963,,,L18,,22.93,21.19,19.32,DECaLS,Sloan,165.7828,-0.6598,True
1016,C,1016,DESI-166.7196+07.6232,DC,2.0,0,0.14,0.2991,,,L18,,23.74,21.96,19.57,DECaLS,Sloan,166.7196,7.6232,True
1017,C,1017,DESI-167.2393+37.8604,DC,2.0,0,0.94,0.2053,,,L18,,18.75,17.38,16.61,MzLS,Sloan,167.2393,37.8604,True
1018,C,1018,DESI-167.7733+26.7798,DC,2.0,0,0.51,0.2765,,,L18,,20.32,18.7,17.86,DECaLS,Sloan,167.7733,26.7798,True
1019,C,1019,DESI-168.5731+08.7634,REX,2.0,0,0.83,0.7123,,,shielded,,21.83,20.9,19.77,DECaLS,Sloan,168.5731,8.7634,True
1020,C,1020,DESI-168.9620+57.8315,DC,2.0,0,1.0,0.4893,,,L18,,21.26,19.45,18.3,MzLS,Sloan,168.962,57.8315,True
1021,C,1021,DESI-169.1444+19.0986,DC,2.0,0,0.13,0.5931,,,L18,,22.08,20.74,19.33,DECaLS,Sloan,169.1444,19.0986,True
1022,C,1022,DESI-169.6106-03.6275,REX,2.5,1,0.66,0.3945,,,shielded,,19.9,18.61,17.69,DECaLS,Sloan,169.6106,-3.6275,True
1023,C,1023,DESI-170.4254+36.9636,DC,2.5,1,0.93,0.5815,,,L18,,19.75,18.9,18.14,MzLS,Sloan,170.4254,36.9636,True
1024,C,1024,DESI-170.8944+12.5591,DC,2.0,0,1.0,0.5305,,,L18,,22.29,20.71,19.25,DECaLS,Sloan,170.8944,12.5591,True
1025,C,1025,DESI-171.1047+71.1948,DC,2.0,0,0.27,,0.754,0.037,L18,,21.68,20.13,18.29,MzLS,Sloan,171.1047,71.1948,True
1026,C,1026,DESI-172.4891+32.1637,DC,2.0,0,0.3,0.5193,,,shielded,,23.22,21.45,19.73,MzLS,Sloan,172.4891,32.1637,True
1027,C,1027,DESI-172.6002+05.7333,DC,2.0,0,0.64,0.2636,,,L18,,20.5,19.25,18.38,DECaLS,Sloan,172.6002,5.7333,True
1028,C,1028,DESI-172.6730+11.3081,DC,2.0,0,0.24,0.6632,,,L18,,22.21,20.75,19.18,DECaLS,Sloan,172.673,11.3081,True
